main_id,coo_ra,coo_dec,plx_value,dist_st_value,sptype_string,coo_gal_l,coo_gal_b,teff_st_value,mass_st_value,radius_st_value,binary_flag,mag_i_value,mag_j_value,class_lum,class_temp,parent_main_id,sep_ang_value,sep_phys_value,a_crit_s,ecliptic_pm45deg
* zet Tuc,5.017744306231667,-64.87479366391888,116.1826,8.61,F9.5V,308.32200280674556,-51.92394316942266,5857.8095703125,1.0127413272857666,1.101874828338623,False,3.4000000953674316,3.190000057220459,V,F,,,,,False
G 195-36,145.59663036419542,55.983684957749155,60.5083,16.53,M3V,158.97815246932515,45.71190806544243,3157.0,0.27,0.3,False,,8.37399959564209,V,M,,,,,True
HD 136064,228.6597457678858,67.34672182135917,39.5487,25.29,F8V,104.57261078021807,44.33265238495647,6037.43310546875,1.2436285018920898,1.9717333316802979,False,,4.2170000076293945,V,F,,,,,False
LP  197-37,40.21841910575833,44.8764081594175,45.2487,22.1,M2,142.52445899446994,-13.791873140558902,3470.0,0.4,0.421,False,,9.277000427246094,V,M,,,,,True
LP  216-35,180.3902338802825,40.77961263912305,36.1198,27.69,M7V,156.73966284458942,72.9117615722412,2630.0,0.088,0.116,False,,12.63599967956543,V,M,,,,,True
* i Cen,206.42184974420917,-33.04371697217305,51.9074,19.27,F2V,315.8526274151622,28.463274866771524,6820.0,1.46,1.622,False,3.690000057220459,3.609999895095825,V,F,,,,,True
BD+01  2063,124.82938065640998,1.3388628493399999,44.6757,22.38,K1V,222.1071757008296,20.091797363911947,4797.81884765625,0.86,0.688243567943573,False,7.364999771118164,6.684999942779541,V,K,,,,,True
LP  549-39,154.36165576797,7.323862399950001,41.4455,24.13,M6-8,234.2146540965414,48.50192992723742,2740.0,0.093,0.126,False,,12.503999710083008,V,M,,,,,True
L  591-70,69.2342990708954,-29.057702708687493,57.8259,17.29,M3.5,229.13706625520203,-40.71308249444394,3211.0,0.27,0.29015666246414185,False,11.050000190734863,9.626999855041504,V,M,,,,,False
PM J06237+0502,95.94356615701,5.04477683097,40.3383,24.79,M1.5V,205.27447372537156,-3.821826196883548,3950.0,0.5748862624168396,0.6404291391372681,False,,8.031999588012695,V,M,,,,,True
G 104-47,99.04976488711,20.137160770249995,39.5558,25.28,M2.5V,193.2634675592026,5.823376375041165,3178.62109375,0.4,0.43698790669441223,False,,9.434000015258789,V,M,,,,,True
HD  31675,75.71015960153042,66.82297273105193,35.5737,28.11,F6V:,144.19292280114684,15.03139148658469,6402.0,1.1645500659942627,1.2712452411651611,False,,5.288000106811523,V,F,,,,,True
HD  23356,55.98059514241959,-19.110898139346393,71.7505,13.94,K2V,210.8832111408788,-49.738015013690905,4948.0,0.7652207016944885,0.7911849021911621,False,6.0980000495910645,5.456999778747559,V,K,,,,,True
HD 170510,277.38296991288,9.06208743574,36.2634,27.58,K2,38.57911112362898,8.95726505272446,5013.0,0.82,0.7854310274124146,False,,6.9029998779296875,V,K,,,,,True
LP  551-13,162.26414147733038,5.0396737085888885,35.8703,27.88,M6Ve,244.60513447012522,53.43499966296481,2740.0,0.093,0.126,False,,12.53499984741211,V,M,,,,,True
G 217-23,358.54374007461,51.68608956688,39.2816,25.46,M3.5V,113.97151203704591,-10.186642784127686,3180.0,0.27,0.3,False,,9.574000358581543,V,M,,,,,False
SCR J1855-6914,283.9494607746896,-69.23748047770306,86.1409,11.61,M6e,326.07772169620387,-25.618237801430183,2740.0,0.093,0.126,False,12.65999984741211,10.465999603271484,V,M,,,,,False
PM J17518+0714,267.95939586144993,7.246446789449998,46.2106,21.64,M4e,32.68976972567154,16.531063502554648,3184.0,0.184,0.217,False,,9.46500015258789,V,M,,,,,True
G 197-32,177.19699940767958,53.086003865248614,48.5898,20.58,M4V,142.8340488039215,61.554294541651444,3098.0,0.184,0.217,False,,10.130999565124512,V,M,,,,,False
PM J19117+0500,287.94909704993,5.01003256269,36.2021,27.62,M1.0V,39.71492948208972,-2.2254379995788356,3644.0,0.47,0.482,False,,8.413000106811523,V,M,,,,,True
CD-39  2700,99.07621795984,-40.00654554002,51.9998,19.23,K8Vk,248.6269290355076,-19.762446520248634,3497.862548828125,0.5587182641029358,0.6548365950584412,False,8.718999862670898,7.619999885559082,V,K,,,,,False
G 234-47,132.12364653254463,61.15160429432361,56.6687,17.65,M4.5V,154.9937361894082,37.53957269957428,3181.0,0.184,0.217,False,,10.607999801635742,V,M,,,,,True
WT 1356,48.33208855870876,-16.646044552518884,36.0192,27.76,M4.5V,202.65168929644514,-55.5931593633645,3074.688232421875,0.184,0.193284809589386,False,,11.331999778747559,V,M,,,,,True
G 133-61,30.030946280629998,36.66332756381,38.113,26.24,M3.75,137.97981717698013,-24.193243884966204,3164.0,0.27,0.3,False,,9.805000305175781,V,M,,,,,True
G   9-40,134.7180405212029,21.076166711403335,35.9298,27.83,M2V,206.0631633805071,37.035356297390365,3306.0,0.4,0.421,False,,10.057999610900879,V,M,,,,,True
LP  638-50,327.86260352868,-1.4539742643,50.0365,19.99,M5.5Ve,55.913001859063584,-39.84540896055037,2930.0,0.123,0.156,False,,11.281999588012695,V,M,,,,,True
