main_id,coo_ra,coo_dec,plx_value,dist_st_value,sptype_string,coo_gal_l,coo_gal_b,teff_st_value,mass_st_value,radius_st_value,binary_flag,mag_i_value,mag_j_value,class_lum,class_temp,parent_main_id,sep_ang_value,sep_phys_value,a_crit_s,ecliptic_pm45deg
SCR J1728-0143,262.04602779355,-1.7325555504499996,37.3745,26.76,M4.0V,21.504459003548643,17.596122716605112,2932.0,0.184,0.217,False,11.979999542236328,9.888999938964844,V,M,,,,,True
Ross  768,315.66967842417466,-18.52137435648611,48.7584,20.51,M1,29.454249741461062,-37.0216126224439,3555.0,0.47,0.5024651885032654,False,,8.222999572753906,V,M,,,,,True
HD  85512,147.77938251114998,-43.502784357244174,88.6737,11.28,K6Vk:,271.6759095336157,8.159884240251188,4225.0,0.69,0.669,False,6.318999767303467,5.451000213623047,V,K,,,,,False
G 130-4,355.77629932197993,36.53698258398916,119.5794,8.36,M4.5Ve,107.9186564336071,-24.334632593782707,3005.0,0.184,0.217,False,,8.109999656677246,V,M,,,,,True
LP  796-1,190.9960221,-16.243180600000002,51.3,19.49,M5.2,300.32807667567334,46.59087871417685,2930.0,0.123,0.156,False,,9.777000427246094,V,M,,,,,True
L  338-152,245.6706575273871,-48.65556048635083,42.2128,23.69,M3,334.68756612519746,0.7465248563766014,3574.0,0.27,0.3,False,9.652999877929688,8.479999542236328,V,M,,,,,True
L  217-28,2.0724292666879163,-57.09803011383418,78.0776,12.81,M4V,314.3382022855722,-59.06447790275743,3281.0,0.184,0.4002987742424011,False,9.640000343322754,8.206000328063965,V,M,,,,,False
HD 198550,312.54399275919,29.38409585402,49.5944,20.16,K5V,72.85406343858558,-9.22476551131219,4392.19482421875,0.7460225820541382,0.8551669716835022,False,,6.255000114440918,V,K,,,,,False
HD  30163,72.85514480112,71.56178744522,38.5142,25.96,G5,139.57207957819742,16.966592514203796,4984.0,0.98,0.977,False,,6.840000152587891,V,G,,,,,False
LP  556-53,191.53926275090913,7.106917772110277,48.1465,20.77,M6,299.11011958687186,69.93946870131549,2740.0,0.093,0.126,False,,11.63599967956543,V,M,,,,,True
VSS   VI-20,86.82486434197,-0.013551831400000002,38.5565,25.94,M0,205.4782303721638,-14.237308213032833,2975.0,0.5910946130752563,0.6915432810783386,False,9.074000358581543,7.986999988555908,V,M,,,,,True
LP  656-38,75.48927554894667,-6.946215633749168,186.0466,5.37,M4.0Ve,206.43044805870932,-27.471265694006647,4250.0,0.184,0.217,False,9.175000190734863,7.617000102996826,V,M,,,,,True
Ross 1019,207.71567255220955,36.738097769381945,59.1816,16.9,M4V,74.0179237203882,74.18070096861423,3124.0,0.184,0.217,False,,9.298999786376953,V,M,,,,,False
HD 217813,345.77073748786,20.91857356894,41.1604,24.3,G1V,91.53642318385681,-35.26284718633474,5771.5341796875,0.986622154712677,1.0415812730789185,False,5.947999954223633,5.492000102996826,V,G,,,,,True
LP  357-206,58.90389149314001,21.31340279028,34.7283,28.79,M5e,170.2557504594871,-24.189477016779062,2930.0,0.123,0.156,False,,12.062999725341797,V,M,,,,,True
HD 168871,276.13807387503,-49.65287744848,36.5735,27.34,G1/2V,344.9815741487343,-16.26516277962924,5872.3857421875,1.0443459749221802,1.2442492246627808,False,,5.416999816894531,V,G,,,,,True
CD-53  1213,82.73834456676,-53.514516602609994,55.2058,18.11,M2e,261.0327384146907,-33.275390275553555,3507.0,0.4,0.421,False,,7.927000045776367,V,M,,,,,False
LEHPM 3263,50.24528406817333,-55.33769964495445,42.18,23.71,M5.5e,269.645122741885,-51.008601779254555,2930.0,0.123,0.156,False,,12.074000358581543,V,M,,,,,False
LP  554-25,181.05235600349997,5.23690879607,45.7534,21.86,M5e,273.64119331565377,65.38688460855178,2966.70458984375,0.123,0.2739640176296234,False,,10.217000007629395,V,M,,,,,True
