star_name|simbad_name|ra|dec|st_teff|sy_dist|st_spectype|sy_icmag|st_rad|st_mass|fl_known|fl_gaia|from_catalog
TIC 36124955|CD-45  5627|149.64301277512|-46.42511225273|3324.0|15.443851470947266|M3Ve|8.635|0.5556993087924336|0.5500715631828822|0|1.0|HPIC
TIC 34068865|CD-45  5378|146.12431940725|-45.77650710804|3536.0|9.416105270385742|M1.0|7.829|0.4579040016886142|0.4549110319384397|0|0.0|HPIC
TIC 73499050|CE 148|154.96358628311|-41.81282624442|3630.0|23.02476119995117|M2|9.6|0.4945731591317924|0.4925092060585812|1|1.0|HPIC
TIC 286763141|L  463-104|150.34921183229|-38.84014654289|3548.0|21.04669570922852|M3||0.4683050309860656|0.4656981645918503|0|0.0|HPIC
TIC 259999047|CD-40  5404|144.94320365866|-41.06755589479|3409.0|9.603928565979004|M3V|8.231|0.4231298263822171|0.4172275745106605|1|1.0|HPIC
TIC 4510663|L  389-1|141.0721892593|-40.09569523081|3805.0|26.471813201904297|nan||0.6340756450619718|0.6150601471363369|1|0.0|HPIC
TIC 5906850|UPM J0936-3740|144.0803662844|-37.67653944368|3430.0|20.964900970458984|nan||0.3254214174751802|0.3059744528218444|0|0.0|HPIC
TIC 25324562|L  534-63|143.97670034681|-33.73090431459|3490.0|26.85633087158203|nan||0.3827026590344539|0.3717916841793217|0|0.0|HPIC
TIC 25381371|SCR J0936-3237|144.00626264893|-32.63303127895|3656.0|29.068603515625|nan|9.19|0.4750992986787719|0.472691791763215|0|0.0|HPIC
TIC 106629292|CD-36  6589|160.28876811984|-36.89546270915|3687.0|15.535266876220703|M0.5|7.979|0.6608847007395793|0.5918301956845107|1|1.0|HPIC
TIC 106630585|CD-35  6662|160.465978382|-36.63336917977|3824.0|17.750728607177734|M0Vk:|8.32|0.5856989414511701|0.5762804582765311|1|1.0|HPIC
TIC 106630584|CPD-35  4332|160.46101793015|-36.63076016264|3523.0|17.746171951293945|M2+V|9.34|0.448140756731475|0.4444033463076129|1|1.0|HPIC
TIC 53670671|CD-35  6480|157.71178129057|-35.7775701382|3743.0|26.797082901000977|M1Vk:||0.584054912276676|0.5746822105882103|0|0.0|HPIC
TIC 48875199|CD-31  8592|162.99529822889|-32.02223002502|3694.0|29.425018310546875|M1.5V||0.5654270820133703|0.5589433206727168|0|0.0|HPIC
TIC 448415759|UCAC3 117-140993|165.65000877662|-31.95111296418|3598.0|28.01223945617676|nan|10.5|0.4005709232420689|0.3924105237603405|0|0.0|HPIC
TIC 49064384|CD-30  8858|164.6462010066|-31.14394482367|3517.0|20.38186454772949|M2|9.63|0.4559097703032508|0.4527814949347387|0|0.0|HPIC
TIC 54257694|LP  905-56|161.31955151479|-30.80749022016|3582.0|15.31408405303955|M1.5V|9.025|0.4343871368300893|0.429669413597009|0|0.0|HPIC
TIC 187922557|CD-27  7563|159.11842623821|-28.45425383228|3540.0|25.96035957336425|M2.5V||0.5216258200205316|0.5189333961291842|1|0.0|HPIC
TIC 188045767|LP  849-3|161.03935968534|-26.62878690033|3464.0|26.46949577331543|nan||0.4245822937328686|0.4187524337586915|0|0.0|HPIC
TIC 48333082|CD-31  7745|148.36695936488|-31.75222865595|3322.0|25.5275936126709|M0V||1.3807924608938116|0.6639620911147467|1|1.0|HPIC
TIC 48332858|LP  903-6|148.37615480101|-31.47004997892|3616.0|27.69755744934082|nan||0.4285230067103942|0.4231763767793543|0|0.0|HPIC
TIC 101534291|CD-29  8019|150.29475831558|-30.39014594769|3415.0|16.11968231201172|M3V|8.975|0.4970971811044796|0.4948876865570961|0|0.0|HPIC
TIC 193272018|UPM J1034-2819|158.60275583064|-28.32191732587|3489.0|25.78272247314453|nan|10.29|0.4860842235448179|0.4842450852612773|1|0.0|HPIC
TIC 187933810|LP  848-36|159.43880172733|-27.77738917011|3185.0|15.46226692199707|M5|9.936|0.3381797288192626|0.320553605190047|0|0.0|HPIC
TIC 188087957|HD  93380|161.65375790683|-24.58548176181|4429.0|21.27767562866211|K5Vk:|8.064|0.5773770324534259|0.6853542923927307|1|1.0|HPIC
TIC 168078441|WT 1757|152.93764691773|-24.42608442681|3900.0|29.471174240112305|K7/M0V||0.6163692196720706|0.6006997206531388|1|1.0|HPIC
TIC 423437103|BD-20  3194|157.59152323724|-21.23678144922|4450.532268004632|28.895109176635746|K5Vk:||0.6960159549729843|0.6948488354682922|0|0.0|HPIC
TIC 150139182|L   95-2|92.74949109726|-65.2057823509|3764.0|27.59407615661621|M1V|9.33|0.5731254371361347|0.565566652317438|0|0.0|HPIC
TIC 375058105|CD-61  1439|99.95843390761|-61.47820276764|4132.166348588732|22.202075958251957|K7V(e)|8.223|0.6552569549002148|0.6431487798690796|1|1.0|HPIC
TIC 150098542|HD  42505|91.68264591668|-62.68260957818|4738.0|28.25241470336914|K4Vk:||0.6230001015568284|0.722798764705658|0|0.0|HPIC
TIC 150359500|EUVE J0625-60.0|96.48371907137|-60.0575107747|3286.0|13.434343338012695|M5Ve|9.562|0.3646275776840837|0.3512256306943656|1|1.0|HPIC
TIC 260708537|L  182-44|98.45821570739|-58.52845816269|3470.0|15.21142864227295|M2.5|9.22|0.4265996588925788|0.4211859209327612|0|0.0|HPIC
TIC 348839788|PM J06353-5737|98.84278046666|-57.62643706989|3797.0|23.386823654174805|M1||0.5565963477420307|0.5508540503546902|1|1.0|HPIC
TIC 267533071|L  240-16|114.05009843716|-51.92255901167|3393.0|16.297225952148438|M3|9.89|0.3478871666930294|0.3319166722996078|0|0.0|HPIC
TIC 278779899|CD-55  1514|99.90684825889|-55.60967588233|3806.0|13.164994239807127|M0Vk:|7.927|0.5354149504101714|0.5319350627852052|0|0.0|HPIC
TIC 260004324|L  181-1|91.08482840511|-55.31301055358|3596.0|29.78869247436523|M2.5V||0.5031725457947038|0.501375492475722|0|0.0|HPIC
TIC 344136084|L  239-39|108.22523295617|-52.3348947461|3386.0|18.45587158203125|M3e||0.3431602191294274|0.3263809581452746|0|0.0|HPIC
TIC 60552999|CD-44  3484|112.66378104464|-44.4001571244|3990.461708929632|22.008760452270508|M0||0.6335435106087108|0.6021591562215785|0|0.0|HPIC
TIC 143987080|L  313-6|119.22474969257|-45.63723962664|3523.0|19.35832977294922|M2.5V||0.3644210354292095|0.3511132701002828|0|0.0|HPIC
TIC 141899106|CD-45  4397|130.2409495517|-46.24184926372|3951.0|26.69636344909668|M1||0.6465922725367285|0.6243004742086593|0|0.0|HPIC
TIC 139745026|L  387-102|126.79930127587|-44.98920104309|3319.0|13.765155792236328|M3||0.4179384049644274|0.4115553945964566|1|1.0|HPIC
TIC 285833451|L  387-60|130.52904487162|-42.94197080137|3485.0|22.2770938873291|M1:||0.3827258970552321|0.3721113406532684|1|1.0|HPIC
TIC 132706871|HD  66020|120.00895062138|-40.03941684005|3881.0|21.15253448486328|K(5)V|8.04|0.8255422674436521|0.6489506603003727|1|0.0|HPIC
TIC 255563650|UCAC4 209-008264|96.40013471984|-48.2665898848|3428.0|23.430932998657227|M2.5||0.3815416476680616|0.3706616755202454|0|0.0|HPIC
TIC 737712786|CD-49  2340B|99.29646848433|-50.03888350693||15.026658058166504|nan||||1|1.0|HPIC
TIC 219196871|PM J06091-4953|92.28213954087|-49.88806929158|3695.0|18.996601104736328|M1|9.296|0.5091894865207959|0.5069872004059557|0|0.0|HPIC
TIC 231927723|L  308-38|93.15306268675|-47.49247031509|3564.0|26.244897842407227|M2e||0.4614118387256604|0.4589419994390897|0|0.0|HPIC
TIC 232024628|UPM J0624-4605|96.01642322351|-46.08775949967|3537.0|21.062719345092773|nan|9.69|0.4671746010666411|0.4648319564012863|0|0.0|HPIC
TIC 770851828|CD-44  3045A|104.44426678581|-44.29117995997|3434.320069057771|8.0263671875|M3|8.316|0.2461903833796944|0.3560085920685133|1|1.0|HPIC
TIC 130370378|CD-44  3045|104.44375897961|-44.29109121943|3179.0|8.040191650390625|M3.5V|8.316|0.2927889922947839|0.3565778221974367|1|1.0|HPIC
TIC 170313833|CD-43  2742|102.92779347941|-43.88729749578|4246.5|25.55067253112793|M0V||0.6195908508269743|0.6555616855621338|0|0.0|HPIC
TIC 130334150|L  382-56|104.29927786342|-43.41389021893|3428.0|21.020580291748047|M2||0.4939127572933969|0.579|1|1.0|HPIC
TIC 771231090|L  382-56 A|104.29877970529|-43.41435348933|3650.893101299639|21.034564971923828|nan||0.4597174057048606|0.525|1|1.0|HPIC
TIC 157008163|L  454-11|104.57871880332|-39.53763528361|3375.0|24.970081329345703|nan||0.2558681927384763|0.3828533013891534|1|0.0|HPIC
TIC 293689267|CD-43  2523B|97.96208654733|-43.53483037221|3321.0|23.771129608154297|M2.5V||0.4937089472034601|0.5713414658075212|1|1.0|HPIC
TIC 293689266|CD-43  2523A|97.9629787715|-43.5340395253|3842.0|23.804731369018555|M0V(k)||0.628737293128865|0.6109286268094|1|1.0|HPIC
TIC 156918868|CD-42  2626|99.31705328994|-42.17307014506|4053.0290178289183|26.791637420654297|nan||0.6971333686122645|0.648945689201355|0|0.0|HPIC
TIC 147899379|CD-39  2700|99.07616653763|-40.00656162742|3603.0|19.206418991088867|K8Vk|8.719|0.6174320194019123|0.5408525283138689|0|1.0|HPIC
TIC 231917352|L  380-8|92.72031737238|-43.40490415332|3321.0|11.186476707458496|M4e||0.3027618944237101|0.2798749839537203|0|0.0|HPIC
TIC 148002870|L  453-31|99.92112082685|-36.98405018433|3509.0|24.130958557128903|M2.5|9.58|0.5230663469367047|0.5200913868068103|0|0.0|HPIC
TIC 173433529|CD-36  3646|112.09759115416|-36.45627147527|4377.5|28.856515884399418|nan||0.6665997794545779|0.68|0|0.0|HPIC
TIC 173758971|L  456-27|113.03258483316|-36.12279473846|3382.0|15.321011543273926|M3||0.266747108641697|0.2392624119558546|0|0.0|HPIC
TIC 151006728|PM J07533-3326|118.33489304611|-33.44224989286|3468.0|16.645503997802734|M3||0.4735115491002749|0.4712944619182708|0|0.0|HPIC
TIC 114550378|L  528-16|114.54039475022|-31.20530805347|3463.0|15.403983116149902|M2.5|9.48|0.3922378233150411|0.3828635631793683|0|0.0|HPIC
TIC 128902569|CD-24  6144|118.54534488031|-25.30317238622|3969.0|17.77589225769043|M0|8.029|0.6261849296592734|0.6088774341509804|1|1.0|HPIC
TIC 63354191|WT 1539|105.03956167977|-28.78391926687|3875.0|21.73235893249512|M0||0.5348359077750247|0.5312189232053727|0|0.0|HPIC
TIC 106344480|CD-26  4156|109.68412399748|-26.27150876208|3621.0|24.34953498840332|M1Ve|9.317|0.5513435378357765|0.5466245511783303|0|0.0|HPIC
TIC 106751922|UCAC3 131-54431|110.28402017793|-24.87291158797|3481.0|25.49187660217285|nan|9.99|0.5028153594566063|0.5008556299386776|0|0.0|HPIC
TIC 65406275|CD-24  5005|108.02003728802|-24.89208109367|4008.057200530008|28.43836975097656|M0||0.744243865567606|0.6543894410133362|0|0.0|HPIC
TIC 190500036|L  460-126|133.36937418361|-39.41138054916|3439.0|17.264556884765625|M3|8.34|0.3692218614429546|0.3563409277909747|0|0.0|HPIC
TIC 18428158|CD-34  5622|137.21710763338|-34.84270472171|4060.4607805402047|23.71541404724121|K7Vk:|8.722|0.5978189361735505|0.63|0|0.0|HPIC
TIC 185617406|CD-32  5613|130.38512207762|-32.94247692141|9174.0|8.514545440673828|DA5.5||0.0138131407693771|0.483|0|0.0|HPIC
TIC 196466162|UPM J0838-2843|129.6405989274|-28.72398504063|3423.0|13.632774353027344|nan||0.3590510327950378|0.3445769014703481|0|0.0|HPIC
TIC 189643457|UPM J0937-2547|144.39470471702|-25.7876542248|3495.0|21.544620513916016|nan|9.67|0.4753111530654964|0.4731080904793638|0|0.0|HPIC
TIC 413248763|L  678-39|144.00682188364|-21.6607995218|3490.0|9.431654930114746|M2.5V|8.577|0.3597985790255728|0.3456292223010221|0|0.0|HPIC
TIC 408380443|LP  788-20|145.33840521602|-20.57804935|3497.0|29.88070678710937|M2.5||0.4927665177588472|0.4910588267660197|0|0.0|HPIC
TIC 308841571|PM J10096-1750|152.40116009758|-17.84107456282|3624.0|21.34432601928711|M2||0.472571665754309|0.4706353855648742|1|0.0|HPIC
TIC 308841579|PM J10096-1748W|152.40277999663|-17.80690239498|3569.0|21.33714485168457|M2|9.66|0.4498485513865681|0.4466973448866753|1|0.0|HPIC
TIC 422206032|PM J10052-1632|151.30393148092|-16.54196987974|3660.0|28.958097457885746|M2||0.4899539211251601|0.4878234623048774|0|0.0|HPIC
TIC 408416746|L  750-79|145.64863855205|-19.23476047269|3479.0|17.046833038330078|M2.5V|9.599|0.395565580369644|0.3864876442474919|0|0.0|HPIC
TIC 5362024|L  749-34|139.08601899063|-18.62580597949|3588.0|13.43734645843506|M2V||0.4671225143501425|0.4646692089498256|0|0.0|HPIC
TIC 418096656|L  750-52|146.19728161922|-18.21360059103|3266.0|10.9866943359375|M3.5Ve|9.67|0.3045119805817124|0.2819564572202838|0|0.0|HPIC
TIC 289706625|G 161-71|146.22580213637|-12.34843727149|3003.0|13.14650821685791|M5.0V|10.353|0.3100947715619129|0.2880190353273088|0|0.0|HPIC
TIC 396810588|BD-11  2741|147.79016701891|-12.32985451738|3744.0|13.123530387878418|dM0.5|8.073|0.51387218305525|0.5114275787469246|0|0.0|HPIC
TIC 155885021|V* V430 Pup|123.91707277138|-26.00988433919|4140.019345974865|28.612443923950195|M0||0.7266112981830647|0.65|0|0.0|HPIC
TIC 155565608|LP  843-16|123.59403578586|-25.70529715165|3565.0|23.69881248474121|M2|9.34|0.5525535855319068|0.5477343377669806|0|0.0|HPIC
TIC 437229644|UPM J0815-2344|123.79665279743|-23.73767915171|3340.4444260768287|9.894956588745115|nan||0.2655548561756054|0.302138|0|0.0|HPIC
TIC 471012765|L  674-15|123.1703695859|-21.55193955058|3231.273477030238|8.11397933959961|M3.5V|9.24|0.295304529748832|0.2682597491175882|1|1.0|HPIC
TIC 118608254|L  675-81|130.24668984281|-23.45627740371|3347.0|15.17232894897461|M3.5V|9.37|0.4259552814328681|0.4206081620878654|0|0.0|HPIC
TIC 434425674|BD-22  2311|128.13881430068|-23.38516166593|4151.961130999993|28.105148315429688|K7V||0.6897908560455114|0.6618245244026184|1|0.0|HPIC
TIC 415434008|PM J08441-2229|131.04653248013|-22.49900563054|4049.2|27.020971298217773|M1||0.5129538369734912|0.5738825798034668|0|0.0|HPIC
TIC 118684311|LP  786-22|134.30915254913|-19.58441042383|3849.0|27.6171875|K9Vk:||0.4987929509080208|0.4968318013475364|0|0.0|HPIC
TIC 415085843|LP  783-1|114.67066818141|-21.2245772075|3397.0|10.44912815093994|dM3.0|9.229|0.3145663021320201|0.2933142592099018|0|0.0|HPIC
TIC 835870015|BD-13  2439B|123.28541676775|-13.91689985571|3934.849632505978|21.27747917175293|M0V||0.5707345755240274|0.6118617334134857|1|1.0|HPIC
TIC 125247681|BD-13  2439|123.28526792275|-13.91690230914|3351.0|21.477222442626957|M0V|7.658|0.978285620807856|0.7190206662479403|1|1.0|HPIC
TIC 170473770|PM J08104-1109|122.61023144539|-11.16021694742|3548.0|19.80641365051269|M0.5V||0.4511451530089963|0.4474018950099247|0|0.0|HPIC
TIC 347411623|LP  786-15|133.0397871684|-16.35672494931|3503.0|22.46217155456543|nan||0.3650080745648484|0.3515549624913194|0|0.0|HPIC
TIC 1190309|PM J09040-1555|136.02316582201|-15.92181014099|3489.0|27.28848648071289|M2.5V||0.4288346589345711|0.4236098565044548|1|0.0|HPIC
TIC 114804401|LP  726-11|132.15188829836|-13.88561997772|3497.0|26.693527221679688|M2.6V|9.665|0.4765790212697611|0.4744562659524613|1|1.0|HPIC
TIC 471012741|L  820-19 A|133.52218992256|-13.12518814745|3521.7588218632272|15.397601127624512|nan||0.2777802741952662|0.4709247892533877|1|1.0|HPIC
TIC 46958141|G 161-48|143.48496519305|-10.15676947444|3511.0|24.74925804138184|nan|10.543|0.3679936116445064|0.3549762727647517|0|0.0|HPIC
TIC 46825125|Ross  439|142.22219939883|-7.37105785532|3471.0|17.477968215942383|M2.5|9.726|0.3843961667815522|0.3738459132354726|1|1.0|HPIC
TIC 51516322|G 114-10|129.72695544811|-9.5662687352|3573.0|25.40007781982422|M2|9.59|0.537116939725347|0.533981560998348|0|0.0|HPIC
TIC 50719539|BPM 72763|126.50149489492|-8.4059935307|3666.0|24.034255981445312|M0V||0.5270731228750044|0.5245564002816209|0|0.0|HPIC
TIC 51624556|BD-05  2603|130.00111282534|-6.47584705868|4000.967763752235|25.45932388305664|K6V||0.8378064990896176|0.62|0|1.0|HPIC
TIC 149769132|G 114-14|130.59665873373|-4.89865600819|3423.0|21.94942283630371|M3.0V|10.37|0.3762231389803239|0.3643550143664567|0|0.0|HPIC
TIC 406941612|L   20-1|229.3402973826|-80.47294046297|3482.0|26.08869171142578|nan||0.4261922183393044|0.4207691796087168|0|0.0|HPIC
TIC 406870521|PM J15110-7926|227.75273137275|-79.44676237158|3345.0|22.557308197021484|M4|10.53|0.3957990127529749|0.387151974300164|0|0.0|HPIC
TIC 384820235|UCAC2    288439|261.30757310117|-80.58305438676|3560.0|26.12984085083008|nan|9.88|0.4807098453589541|0.4786026458139752|0|0.0|HPIC
TIC 384827322|L   21-3|262.36383954207|-80.1492511419|3340.0|12.733196258544922|M4e|9.65|0.3378596839388499|0.3203122998670724|0|0.0|HPIC
TIC 357466066|L   18-22|185.1407081783|-82.43271901506|3271.0|12.2325|M4||0.2925996483606816|0.3758890455497362|0|0.0|HPIC
TIC 418581726|PM J13490-7925|207.26037562059|-79.43164532597|3580.0|26.05980110168457|M3|9.55|0.5552466828902137|0.550237629533977|0|0.0|HPIC
TIC 395746265|L   40-82|208.92422912093|-77.93096983229|4019.477803575945|28.81300926208496|nan||0.5580118496525243|0.63|0|0.0|HPIC
TIC 357468055|L   38-47|185.5279778362|-78.64094836527|3450.0|20.682477951049805|M3||0.4588658541446725|0.456152134211174|0|0.0|HPIC
TIC 360670086|HD 109952|189.96290395523|-77.84325102811|4254.0|26.17329788208008|K5.5Vk:||0.8963124827582228|0.68|0|0.0|HPIC
TIC 395738426|L   70-53|208.86653236742|-73.49468659619|3664.0|20.452091217041016|M2||0.4753291143092242|0.4731071782863459|0|0.0|HPIC
TIC 260519231|L   72-10|225.53190895889|-71.30039765135|3281.0|19.123598098754883|M4||0.366042571781787|0.3528561241419475|0|0.0|HPIC
TIC 256097445|UPM J1748-7427A|267.11554311943|-74.46554018004|3470.0|19.266847610473636|nan||0.3741113613027489|0.3620404211769595|1|1.0|HPIC
TIC 256097450|UPM J1748-7427B|267.11714362796|-74.46148534632|3431.0|19.2653751373291|nan||0.338399380588371|0.320772417844972|1|1.0|HPIC
TIC 373015604|PM J17348-7327|263.70005122853|-73.45958424536|4018.0944082365463|27.7241268157959|K7||0.6829465413415634|0.63|0|0.0|HPIC
TIC 311958594|UCAC4 083-054218|263.61390397287|-73.44774889819|3440.0|27.722843170166016|nan||0.5645530090439518|0.5576597857047689|0|0.0|HPIC
TIC 310355676|L   74-113|252.1019552587|-72.97608702129|3646.0|15.7601957321167|M2|9.242|0.4097446035840823|0.4024282651110906|0|0.0|HPIC
TIC 1509677209|L  112-52 B|264.38558854196|-66.57285305844|3563.0|24.87457847595215|nan||0.4668365122112654|0.4916182086866638|1|1.0|HPIC
TIC 294068279|L  112-52|264.38442620139|-66.57333577646|3838.220095182532|24.822696685791016|Mwl||0.5610641481670392|0.5895458706583018|1|1.0|HPIC
TIC 447427936|Smethells 1|252.42741603141|-65.07607789734|4078.351277144782|28.617277145385746|K6+Vk:|8.77|0.6941512305842521|0.64|0|0.0|HPIC
TIC 271732691|PM J15327-6150|233.18256879788|-61.84152805471|3497.0|21.788389205932617|nan||0.3543271222532727|0.3393845672245471|0|0.0|HPIC
TIC 343804887|UPM J1605-6115|241.34931410462|-61.25363150243|3500.0|24.31627655029297|nan||0.3711403092078177|0.35858482791556|0|0.0|HPIC
TIC 361397288|L   68-145|193.62124551043|-74.5023363391|3640.0|27.331302642822266|nan||0.5168488874263331|0.5141372568243995|0|0.0|HPIC
TIC 448186109|UPM J1354-7121|208.72459547933|-71.36325857421|3509.0|22.799318313598636|M2.5|9.8|0.4620011580993054|0.459490619202928|0|0.0|HPIC
TIC 449038257|CD-67  1583|215.77664486304|-68.38265570585|3902.0|25.01811408996582|M1V:|8.497|0.681528096440976|0.6590460323007311|0|1.0|HPIC
TIC 1121747913|HD 130042B|222.34755537201|-67.2361890462|4345.726725744807|23.85350799560547|nan||0.6545276697432617|0.67|1|1.0|HPIC
TIC 448465432|L  106-15|211.03427268179|-66.24385170295|3432.0|16.159385681152344|M3||0.2719050597325017|0.4610326880501139|0|0.0|HPIC
TIC 333352047|L  149-51|213.38491502381|-62.12593063797|3870.0|27.597749710083008|K3V|9.62|0.5222445475167564|0.519695258068917|1|1.0|HPIC
TIC 313174011|UPM J1213-6907|183.31958237233|-69.11768068128|3533.0|27.042652130126957|nan|10.05|0.4886915328467044|0.4869209139524457|0|0.0|HPIC
TIC 286789264|UPM J1227-6716|186.87188336954|-67.27137038564|3533.0|21.638097763061523|nan||0.3781899989812859|0.3665090578800589|0|0.0|HPIC
TIC 338262765|UPM J1238-6514|189.57983320304|-65.24595926382|3494.0|18.06821823120117|nan||0.3286639439117077|0.3096323627536669|0|0.0|HPIC
TIC 438760922|L  147-101|195.33186181676|-63.1950515725|3692.0|16.844406127929688|M1V|8.98|0.4747096635627809|0.4725555213161644|0|0.0|HPIC
TIC 332286707|PM J14111-6155|212.78637348371|-61.92974020492|3727.0|19.58024787902832|M1Ve||0.5298123507749058|0.5269086813800709|0|0.0|HPIC
TIC 331296084|PM J14098-5959|212.4677540039|-59.98630287186|4045.016292104772|27.78921890258789|nan||0.4901157290673784|0.63|0|0.0|HPIC
TIC 282557080|L  200-104|232.71594155555|-58.85974283835|3787.0|25.147192001342773|M1||0.5962015528617766|0.5845504725042314|0|0.0|HPIC
TIC 283816776|1RXS J153250.6-541037|233.20951182088|-54.17430146343|3290.0|15.15316677093506|M4||0.3112681363712812|0.2895546030126197|0|0.0|HPIC
TIC 124350360|L  262-74|227.66863571389|-52.80529768615|3471.0|24.691627502441406|M2V(e)||0.6553579395413662|0.6140259309517028|1|1.0|HPIC
TIC 140114569|L  264-18|231.20205746722|-49.49650836117|3545.0|21.83291244506836|M2|9.53|0.3451155855791917|0.5044615669111049|0|0.0|HPIC
TIC 186085740|L  198-35|219.99496341303|-56.91272111374|3882.0|25.589656829833984|K7||0.5273217668528047|0.5245830212347375|1|0.0|HPIC
TIC 407559875|CD-56  5362|213.30363828377|-56.74205914811|3646.0|11.661952018737791|M2V:|8.108|0.4747735974804508|0.4724872054020431|0|0.0|HPIC
TIC 412016542|L  260-120|214.60615306655|-55.47702417615|3483.0|21.296367645263672|nan||0.3679999913233169|0.355085271211126|0|0.0|HPIC
TIC 291040350|L  260-93|217.74444462963|-54.10138734592|3388.0|26.201011657714844|K|9.58|0.5046528222583726|0.462|1|1.0|HPIC
TIC 123993451|SCR J1510-5141|227.73566676162|-51.69322034883|3459.0|18.11966133117676|nan|9.59|0.2785567583818289|0.2525486757025522|0|0.0|HPIC
TIC 335148647|L  334-33|226.05193219491|-46.49615065302|3609.0|27.27064323425293|nan|9.81|0.3977163636389252|0.3890505226814362|1|0.0|HPIC
TIC 334844739|CD-45  9610|225.76485481205|-46.29382208018|4372.800542403494|27.16598320007324|K5.5Vk:|8.515|0.6184785137923663|0.6732082962989807|1|0.0|HPIC
TIC 334137017|CD-43  9510|224.88225761282|-44.09475680257|4114.099083575974|24.13765335083008|K6.5Vk:||0.6156608720677526|0.64|0|0.0|HPIC
TIC 334524122|CD-43  9546|225.31875429376|-43.6586420964|3419.0|14.12565803527832|M3Ve||0.5535037872228725|0.5484155166913398|0|0.0|HPIC
TIC 305326395|L  156-46|262.0305195854|-62.45396303416|3262.0|16.465084075927734|M4|10.08|0.3754695650790831|0.3635404779940843|0|0.0|HPIC
TIC 74188694|L  204-148|264.63541413611|-58.54289476951|3352.0|16.345369338989258|M4e|9.92|0.3602376714018042|0.3459345365404961|0|0.0|HPIC
TIC 75160399|L  205-128|266.64263976517|-57.31904444583|3386.0|5.88771390914917|M3.5V|8.243|0.2918237862892023|0.267320820881552|0|0.0|HPIC
TIC 337190924|L  205-83|267.74587283566|-56.60190688436|3715.0|24.639080047607425|M1||0.4106219511244194|0.4035946300944927|0|0.0|HPIC
TIC 325632899|UCAC4 176-197020|261.48589938033|-54.8681992285|3487.0|29.32604217529297|nan||0.440816334278469|0.4365902004383921|0|0.0|HPIC
TIC 213476914|UPM J1710-5300|257.68471159146|-53.00710507924|3229.84375|21.83321762084961|nan|9.53|0.5590007520437595|0.2943039233767945|1|1.0|HPIC
TIC 1317277295|UPM J1710-5300B|257.68432062716|-53.00675795007|3165.6888270831964|21.94355010986328|nan||||1|1.0|HPIC
TIC 213511261|CD-52  7989|257.74647485198|-52.51551146166|3696.0|12.772786140441896|M1V|7.999|0.524790746688816|0.521759627997121|0|0.0|HPIC
TIC 213471387|L  268-56|257.67320725987|-52.11124961886|3451.0|28.045061111450195|nan||0.4552855267798813|0.4523053093811573|0|0.0|HPIC
TIC 369021290|L  269-24|262.56765979556|-51.63960968196|3217.0|15.977523803710938|M3|10.49|0.3107696881604309|0.2890222401362216|1|1.0|HPIC
TIC 170500384|PM J16535-5632|253.39047999604|-56.54792148594|3499.0|24.28472137451172|nan||0.3548458083038339|0.3399108977698737|0|0.0|HPIC
TIC 29741100|L  267-78|249.38986610273|-53.69878421867|3626.0|18.773752212524418|nan||0.4451598466074868|0.441525359141932|0|0.0|HPIC
TIC 26710318|L  266-166|248.72991672481|-53.57731649065|3493.0|16.69816780090332|K7|9.74|0.3612464774718135|0.3470419387848317|0|0.0|HPIC
TIC 48708158|UPM J1646-5250|251.60101399514|-52.84505586124|3476.0|21.8319034576416|nan||0.3947850416524261|0.3857383021890567|0|0.0|HPIC
TIC 208538982|HD 146464|244.81605573008|-55.50473445128|4568.0|28.05952835083008|K3Ve|8.235|0.701904526721729|0.72|0|0.0|HPIC
TIC 431253996|L  265-201|242.21653157468|-54.87652783493|3526.0|29.778396606445312|nan||0.43744469487008|0.4327476127037403|1|1.0|HPIC
TIC 23257970|L  266-69|248.33197689838|-52.13229272532|3355.0|13.486676216125488|M4e||0.3366133253578753|0.3188538584788679|0|0.0|HPIC
TIC 212413261|UPM J1704-5125|256.07787662452|-51.43260792851|3403.0|27.298927307128903|nan||0.4357871416811693|0.4311673086058647|0|0.0|HPIC
TIC 212984956|HD 154387|256.88081097771|-48.24832161479|4719.0|27.35755157470703|K4.5V||0.612882902788814|0.6982650756835938|0|0.0|HPIC
TIC 8380346|HD 330856|246.70993935996|-49.60619785464|3875.0|24.446138381958008|M1|8.8|0.6169115142800282|0.6020238920208493|0|1.0|HPIC
TIC 216840997|L  338-152|245.67065580738|-48.65556019997|3610.0|23.6719970703125|M3|9.653|0.4806999445162543|0.47835882508836|0|0.0|HPIC
TIC 316351116|HD 146800|245.07488690422|-48.22580215924|4859.0|27.34563636779785|K2.5V||0.6773426843363946|0.7845363020896912|0|0.0|HPIC
TIC 232667148|L  339-19|250.18855158751|-45.99980514666|3425.0|16.9534912109375|M3.0V|10.19|0.3223055821000552|0.3020613427353291|0|0.0|HPIC
TIC 234315293|L  411-30|250.76400064566|-44.71376019113|3841.0|27.65825080871582|M1||0.5851244197918829|0.5758366421075459|0|0.0|HPIC
TIC 233115563|CD-43 11010|250.36776834833|-43.98646209037|3568.0|15.74889850616455|M3||0.3940908112982727|0.3847620107613973|1|1.0|HPIC
TIC 325624908|CD-48 11837|263.80673611703|-48.68086778813|3563.0|9.676519393920898|M1.5V|7.871|0.4594603006289302|0.4565708371428027|1|1.0|HPIC
