,main_id,coo_ra,coo_dec,plx_value,dist_st_value,sptype_string,coo_gal_l,coo_gal_b,teff_st_value,mass_st_value,radius_st_value,binary_flag,mag_i_value,mag_j_value,class_lum,class_temp,parent_main_id,sep_ang_value,sep_phys_value,a_crit_s,ecliptic_pm45deg,Lon,Lat,baseline_E,separation_E,baseline_i,baseline_o,Erik_teff,teff,contrast,contrast_flag,baseline_flag,optimised_flag
2329,LSPM J0501+2237,75.3250735481554,22.6169202946361,69.8882,14.31,M5V,179.672910482801,-11.7960185195181,2930.0,0.123,0.156,False,,10.16100025177,V,M,,,,,True,76.4812702185844,-0.1360451834916449,433.2215983982235,0.0028090989954273225,454.3666456184728,256.2973539885831,3061.963433690679,2930.0,1.2934357928190564e-05,1,0,0
2330,LP  558-1665,207.03819297843,4.4880626264,35.7178,28.0,M5V,336.278560730865,63.6257288107737,2997.814453125,0.123,0.269118428230286,False,,10.746000289917,V,M,,,,,True,203.42079915108437,14.598206277278585,469.391694849515,0.002592637173199286,492.302162815755,277.695871625408,3061.963433690679,2997.814453125,4.222575016696232e-06,1,0,0
2331,HD 214731,340.24458821998,-46.2019928377,42.878,23.32,K4V,347.663970865916,-57.9912164009377,4399.0,0.724403023719788,0.668711125850678,False,7.90100002288818,7.1020002365112305,V,K,,,,,True,322.3885582599516,-34.69445987423402,73.06550307561884,0.016655771952988244,76.63174612171247,43.22613455876715,4602.565735813559,4399.0,4.297360760920225e-07,1,1,1
2332,PM J23423+3458,355.59217055657,34.97434427113,35.8259,27.91,M4.0V,107.260269402206,-25.786698028462,3096.0,0.184,0.217,False,,9.3149995803833,V,M,,,,,True,11.770139831019804,33.436074088658586,544.0370841762872,0.0022369106670374144,570.5909076167795,321.85667949517966,3213.660538640318,3096.0,6.237392927030345e-06,1,0,0
2333,* alf Pic,102.047729680126,-61.9413891211719,33.78,29.6,A8VnkA6,271.918679337261,-24.0994312997996,7590.0,1.81,1.747,False,,2.76600003242493,V,A,,,,,False,144.15005752520398,-83.03584996998805,11.924647776809325,0.10205436501232164,12.506676099630145,7.0547167632965415,7585.775750291836,7590.0,3.397991560212989e-08,0,0,0
2334,G 242-77,15.8102220873013,71.2201960465872,36.3188,27.53,M4.0V,123.891712853357,8.37044739806851,3153.0,0.184,0.217,False,,9.68900012969971,V,M,,,,,False,55.8824671366324,56.48913269048631,517.402879938002,0.0023520594956945185,542.656718547695,306.0996717718731,3213.660538640318,3153.0,6.097146634262634e-06,1,0,0
2335,V* V1274 Her,263.47157599304,16.92029623133,60.9122,16.42,M6V,40.1443952851162,24.5421589338888,2740.0,0.093,0.126,False,10.8959999084473,8.89500045776367,V,M,,,,,True,261.8084679098452,40.173092790843576,703.7716816331329,0.0017292005186026443,738.1219667884168,416.35694176277974,2811.9008303989394,2740.0,2.1594585225237076e-05,1,0,0
2336,Wolf 1471,265.544820280903,-8.81671844776972,46.8206,21.36,M3,16.9318460773915,11.0611788625663,3276.0,0.27,0.3,False,11.1000003814697,9.8120002746582,V,M,,,,,True,265.4455722906971,14.551873723809283,268.9815631764729,0.004524333721934117,282.11024345412346,159.13163879348636,3427.6778654645045,3276.0,3.0423397900016723e-06,1,0,0
2337,Wolf 1058,92.6930137904446,25.9340177547547,37.2334,26.86,M1.5V,185.390740977619,3.33344338388904,3276.0,0.47,0.482,False,9.4399995803833,8.24499988555908,V,M,,,,,True,92.42973166194744,2.5174290939032886,210.5239401289123,0.005780636426017266,220.79937115884644,124.54764260551319,3622.4299841669877,3276.0,1.178572085105932e-06,1,0,0
2338,LP  661-13,104.07893948661,-8.59625344385,36.9046,27.1,M3.5,221.141649166206,-2.83318480608563,3000.9296875,0.27,0.45900285243988,False,11.1700000762939,9.63099956512451,V,M,,,,,True,106.34557571584087,-31.240136689152074,265.8107692469417,0.004578303431067138,278.78468672510684,157.25577180719887,3273.406948788383,3000.9296875,1.4496602304833829e-06,1,0,0
2339,HD  19305,46.6114043924554,1.96517514749555,67.9335,14.72,M0V,176.529030424825,-46.3782124261841,4187.0,0.54,0.544,False,7.42700004577637,6.49200010299683,V,M,,,,,True,44.72893512171048,-14.919255856904696,62.57967368066022,0.019446607584883615,65.6341154718772,37.022634229512505,3845.9178204535356,4187.0,6.881910712820637e-07,1,1,1
2340,BD+23  2359,172.930803360201,22.6671398644031,63.2148,15.82,M2V,222.423620809455,71.4042919343636,3632.15576171875,0.549654006958008,0.587425410747528,False,8.28499984741211,7.1710000038147,V,M,,,,,True,164.29798137786898,17.961478342667128,82.76660218119413,0.014703543757827254,86.80634470061537,48.96538218800111,3556.3131856898544,3632.15576171875,6.994815987941508e-07,1,1,1
2341,V* VZ Col,82.55835096406,-42.69732774909,52.1963,19.16,M0V,248.187852941952,-32.4222459950029,4190.0,0.631118059158325,0.656711459159851,False,8.07800006866455,7.14900016784668,V,M,,,,,False,76.59097744605305,-65.79237754658108,67.37878416996334,0.018061506627784708,70.6674650164045,39.86182628377526,3845.9178204535356,4190.0,4.7183526566861064e-07,1,1,1
2342,Wolf 1539,73.0238838401854,6.4765524100525,80.5623,12.41,M2V,192.225813883553,-22.8625269025045,3131.0,0.4,0.421,False,9.33399963378906,7.81400012969971,V,M,,,,,True,72.44550316023151,-15.934615125790069,121.91407731033341,0.009982131544662225,127.8645629995776,72.12534080509072,3556.3131856898544,3131.0,1.6340602165876743e-06,1,0,0
2343,G 253-38,161.27706523796,82.55753369374,36.0187,27.76,M6/7,127.592334391974,33.3909264540447,4250.0,0.093,0.339760512113571,False,,10.289999961853,V,M,,,,,False,105.84593135961792,63.27943153004763,440.7343144428022,0.0027612153557782576,462.24604867981674,260.741936739333,2741.5741719278835,2741.5741719278835,2.967699484666732e-06,1,0,0
2344,HD 225213,1.35178514657375,-37.357363314307,230.097,4.35,M2V,343.553734010067,-75.903023064663,3355.35327148438,0.4,0.452392846345902,False,6.43200016021729,5.32800006866455,V,M,,,,,True,344.24373521058334,-34.34781274694011,34.62799369549962,0.03514388871498579,36.31814618222024,20.486197343124637,3556.3131856898544,3355.35327148438,1.2990297368918137e-06,1,1,1
2345,2MASS J10352029-2058382,158.83450765732,-20.97730943556,44.1058,22.67,M5.5,265.046126981553,31.7010775113779,2930.0,0.123,0.156,False,,11.6599998474121,V,M,,,,,True,169.1510710399407,-27.54995697625942,686.3126230389746,0.0017731895290941766,719.8107516541423,406.0280234046945,2930.8932452503213,2930.0,1.2934357928190566e-05,1,0,0
2346,2MASS J17343053-1151388,263.627236423419,-11.8608425488808,48.3891,20.67,M9.0V,13.2832799865905,11.1384484540292,2350.0,0.078,0.101,False,17.0510005950928,13.1099996566772,V,M,,,,,True,263.63131440208315,11.437460602447317,1502.4972437448978,0.0008099597932204201,1575.8324035909134,888.8893567882084,2382.319469358689,2350.0,4.108865156759819e-05,1,0,0
2347,*  15 LMi,147.14738061867,46.02100739317,53.1277,18.82,G0.5Va,172.780657561285,49.4335893276075,5904.0,1.08682286739349,1.67434990406036,False,4.23000001907349,4.05000019073486,V,G,,,,,True,132.71967099535524,30.687196421236454,13.074076010474549,0.09308209282880683,13.712206601434822,7.734727676827617,5895.219770654917,5904.0,4.8902124910300045e-08,0,0,0
2348,G 112-21,112.189330408694,-3.29814302238417,85.2177,11.73,M3V,220.163494026614,6.76576140167949,3124.49658203125,0.27,0.484191447496414,False,8.95400047302246,7.54400014877319,V,M,,,,,True,114.56125303413457,-24.865071277181023,100.61230436515592,0.012095561914983106,105.5230750529639,59.52304197857643,3427.6778654645045,3124.49658203125,1.2385781489556245e-06,1,0,0
2349,2MASS J18354285-7912046,278.928350652045,-79.2012243607589,45.242,22.1,M5,314.922690603824,-25.8793206795584,2930.0,0.123,0.156,False,,11.0930004119873,V,M,,,,,False,272.9592902947318,-55.85339277837493,669.0564168134688,0.0018189233766771485,701.7122898789831,395.81911412632326,3061.963433690679,2930.0,1.2934357928190564e-05,1,0,0
2350,LP   94-367,181.40151907776,56.39595652249,50.0391,19.98,M5V,135.480874266317,59.601683613798,2930.0,0.123,0.156,False,,10.7550001144409,V,M,,,,,False,150.04917807006805,50.30912991155254,604.8754392729913,0.002011922253481731,634.3987127503204,357.8491357576444,3061.963433690679,2930.0,1.2934357928190564e-05,1,0,0
2351,LEHPM 2449,36.11063159711,-47.17329800224,46.0092,21.73,M4e,266.826737997772,-62.9093833593664,3183.0,0.184,0.217,False,,8.96000003814697,V,M,,,,,False,7.861491589823743,-56.3357900364625,400.7347654015099,0.003036827502696334,420.2941677224934,237.07788439770397,3213.660538640318,3183.0,6.025802777319039e-06,1,0,0
2352,LP  444-35,243.635927978663,19.1030197583489,58.8764,16.98,M3.5V,34.4032741470949,42.9233445123257,3262.0,0.27,0.3,False,,8.98999977111816,V,M,,,,,True,237.01275615691145,39.56892590620357,215.66457976057288,0.0056428476025544815,226.19091948978624,127.58888602521996,3273.406948788383,3262.0,3.05847243089178e-06,1,0,0
2353,LP  911-56,206.691861509374,-31.8237570663997,73.4418,13.62,M6,316.441890819161,29.5923342917141,2740.0,0.093,0.126,False,13.164999961853,10.9750003814697,V,M,,,,,True,216.40931870187958,-19.387113388127972,583.761894265729,0.0020846896120011323,612.2546399304649,345.3581940809415,2811.9008303989394,2740.0,2.1594585225237073e-05,1,0,0
2354,Ross   47,85.5386153633746,12.4893346765456,172.6762,5.79,M4V,193.708201205129,-9.21207483710047,3000.02856445313,0.184,0.308214396238327,False,8.70899963378906,7.12400007247925,V,M,,,,,True,85.57019076610003,-10.881562166504462,84.62626422761122,0.014380433402858486,88.75677470950382,50.06557309162168,3213.660538640318,3000.02856445313,3.2162897433283627e-06,1,1,1
2355,WT 870,331.669557500518,-44.9687567828178,56.5609,17.68,M4.0,353.276684458981,-52.7584874316951,4250.0,0.184,0.217,False,,9.76299953460693,V,M,,,,,True,316.5824465543949,-30.989358198230086,319.8547705658084,0.0038047341132512037,335.46651349885366,189.22863416723453,3213.660538640318,3213.660538640318,5.9545703162377884e-06,1,0,0
2356,2MASS J04225992-4106489,65.7498518279142,-41.1136486150519,39.5052,25.31,M3.5,245.103299784865,-44.7802045511852,4250.0,0.27,0.279225558042526,False,,10.5349998474121,V,M,,,,,False,50.000525653875606,-61.23149014113356,342.9788053344808,0.003548214460864597,359.7192057696315,202.90899762709805,3273.406948788383,3273.406948788383,3.515316382662946e-06,1,0,0
2357,SIPS J0938-2748,144.667652808527,-27.8051262223531,35.3219,28.31,M7.5,258.985703493652,18.1856401469142,2630.0,0.088,0.116,False,,12.9980001449585,V,M,,,,,True,158.53613951269955,-39.15443875780297,1430.5422498253506,0.0008507000453893919,1500.3653692980631,846.3202083061598,2630.2679918953813,2630.0,2.686149627972889e-05,1,0,0
2358,L   44-59,274.821134450715,-77.0471548887697,46.7291,21.4,M3V,317.062207553784,-24.6128946435411,3026.78515625,0.27,0.290677785873413,False,,9.80599975585938,V,M,,,,,False,271.8112145905269,-53.63765283463002,325.8134770548075,0.003735150454359978,341.71605758816474,192.7538524665337,3427.6778654645045,3026.78515625,3.575961199377206e-06,1,0,0
2359,BD+27  1739,139.58967506149,27.3115659305,47.718,20.96,K5,199.806233464046,43.0111340182576,3931.01831054688,0.663384020328522,0.780287444591522,False,,7.02199983596802,V,K,,,,,True,133.58337851021878,11.06021134094821,55.34354384781913,0.021989237989605614,58.04479847668546,32.741682088316985,4436.086439314323,4436.086439314323,3.1253665253976857e-07,1,1,1
2360,LP  172-4,193.633751692165,44.9931031715853,53.9116,18.55,M5Ve,121.147823133258,72.1244190298528,2930.0,0.123,0.156,False,,10.8739995956421,V,M,,,,,False,169.4288476409188,45.638305878069204,561.5835534791786,0.0021670192250439345,588.993799875798,332.23731072594103,3061.963433690679,2930.0,1.2934357928190566e-05,1,0,0
2361,G 125-23,294.68223961083,33.19325308855,56.1888,17.8,M4,67.5496554432573,5.56894080746696,3019.0,0.184,0.301938354969025,False,,9.62399959564209,V,M,,,,,False,306.0543287442615,53.58797856578557,262.244142993245,0.00464057020670702,275.04397755211386,155.14572725986218,3213.660538640318,3019.0,3.324942108143799e-06,1,0,0
2362,BD-11   916,69.42444074397,-11.03888114149,89.1897,11.21,M1V,207.61798510552,-34.6534866535693,3539.0,0.47,0.482,False,8.13700008392334,6.94299983978272,V,M,,,,,True,65.7881432111571,-32.76627627640362,75.28834573621944,0.016164020406579563,78.96308317224046,44.541186011306195,3655.9479161312506,3539.0,1.0721958740112492e-06,1,1,1
2363,G 255-49,212.09446526989,75.8520336366822,43.0184,23.25,M1.5V,116.866046130427,40.3568254519669,3448.0,0.47,0.482,False,,8.34899997711182,V,M,,,,,False,127.856369060261,70.27045386868654,164.50219997122824,0.00739784852160468,172.53136287327987,97.32081395251936,3622.4299841669877,3448.0,1.1067863028744874e-06,1,0,0
2364,SIPS J1241-3843,190.283557208381,-38.7202338111308,42.8446,23.34,M5.0e,300.730328700163,24.107464087941,2930.0,0.123,0.156,False,,11.4770002365112,V,M,,,,,True,206.12978715644638,-31.228677553003923,706.5962338654464,0.0017222882015666232,741.0843821617858,418.02796939856944,3061.963433690679,2930.0,1.2934357928190566e-05,1,0,0
2365,LP  759-47,332.733054900493,-9.60021848347333,37.5106,26.66,M5Ve,50.02021163132,-48.3330531696788,2930.0,0.123,0.156,False,,11.5179996490479,V,M,,,,,True,331.24854362241757,1.528566205465942,807.1060666175149,0.0015078097008463984,846.4999840802574,477.49038835329316,3061.963433690679,2930.0,1.2934357928190566e-05,1,0,0
2366,MCC 467,85.49527926983,15.33722614444,44.5629,22.44,M0.0V,191.212854803171,-7.79012879551144,4044.0,0.54,0.544,False,8.7480001449585,7.69000005722046,V,M,,,,,True,85.61854360073954,-8.033686771320813,102.26616372846644,0.011899951190983409,107.25765738683303,60.50147837291355,3845.9178204535356,4044.0,7.170977251612462e-07,1,0,0
2367,G  62-34,200.396856683573,3.7653392496783296,43.4913,22.99,M2.0V,321.368936396149,65.5521243084293,3470.0,0.4,0.421,False,,8.5310001373291,V,M,,,,,True,197.39096035037784,11.453121849068554,183.8773480389783,0.0066183375485701305,192.85218960134296,108.78330613033712,3556.3131856898544,3470.0,1.4395292150816778e-06,1,0,0
2368,LP  701-7,341.609778703835,-6.65732237337083,50.3454,19.86,M5V,61.7958444305893,-53.9589945809614,2965.86279296875,0.123,0.185422569513321,False,12.539999961853,10.789999961853,V,M,,,,,True,340.5052834941397,1.0476710477834539,493.6792154267491,0.0024650872850822667,517.7751292972729,292.06456257226705,3061.963433690679,2965.86279296875,9.015691005544413e-06,1,0,0
2369,PM J02296-1649,37.42068792089,-16.82470791117,39.0539,25.61,M3,193.627083965973,-65.0658438731758,3359.0,0.27,0.545934796333313,False,10.1800003051758,8.97000026702881,V,M,,,,,True,28.836664223989924,-29.79968875507321,168.56953956879659,0.007219349118297864,176.79722463172234,99.72708450893683,3427.6778654645045,3359.0,8.908191205677714e-07,1,0,0
2370,MCC 559,148.16316713702,3.13016522467,37.2803,26.82,K4V,234.319516373481,41.040950517894,4185.0,0.73,0.66414225101471,False,8.88399982452393,7.90399980545044,V,K,,,,,True,149.23916108854723,-9.172327696604066,93.4839479058377,0.013017875091065488,98.04679172552008,55.305849425006414,4602.565735813559,4185.0,4.619868503556211e-07,1,1,1
2371,LP  773-43,57.63339622144,-15.40488710432,35.4125,28.24,M4.5Ve,206.574298464711,-46.90509458269631,3085.02905273438,0.184,0.228342026472092,False,,11.0030002593994,V,M,,,,,True,51.18432034867395,-34.58734163772449,526.8544232030497,0.002309864553208565,552.56958075294,311.6912801748171,3111.716337106017,3085.02905273438,5.658184782271804e-06,1,0,0
2372,G 217-51,6.77825861994667,49.6980345037203,44.8137,22.31,M4,118.899550552812,-12.983167086805,3029.0,0.184,0.217,False,,9.73299980163574,V,M,,,,,False,30.174691902079363,42.02034053161613,454.3301889971539,0.0026785857209798837,476.50552221103226,268.785364597789,3213.660538640318,3029.0,6.41059498834244e-06,1,0,0
2373,G 205-38,282.68855500548,47.9720060343,50.9063,19.64,M3.5V,77.531094275809,19.9067540136142,3201.0,0.27,0.433320134878159,False,,8.68599987030029,V,M,,,,,False,295.8149986163153,70.27715365075643,179.34594889688427,0.006785558103448249,188.09961808652403,106.10249424496739,3273.406948788383,3201.0,1.5006432811991026e-06,1,0,0
2374,1RXS J115928.5-524717,179.864005228791,-52.7885864777256,105.7052,9.46,M9Ve,295.011445954153,9.28190899846246,2350.0,0.078,0.101,False,14.4899997711182,11.4300003051758,V,M,,,,,False,207.54669763201994,-46.98828290114892,687.645085913243,0.001769753586243772,721.2082505065333,406.8163190719135,2382.319469358689,2350.0,4.1088651567598185e-05,1,0,0
2375,G  92-55,301.989782168152,-1.54110351775944,47.2445,21.17,M3,40.4979519059208,-17.687340579508,3251.0,0.27,0.347808688879013,False,,9.58600044250488,V,M,,,,,True,303.8782948841967,18.215184154211418,233.4945765133558,0.005211951279683186,244.8911778469501,138.1372543574071,3427.6778654645045,3251.0,2.2849633204682174e-06,1,0,0
2376,LP  634-16,300.2756380063,0.27097995106,50.2625,19.9,M2V,41.3197136716082,-15.3207715429618,3499.69677734375,0.4,0.509598910808563,False,,8.10599994659424,V,M,,,,,True,302.5241005599264,20.357209100544473,129.26890076379235,0.009414192815653108,135.5783669142947,76.47651303921823,3556.3131856898544,3499.69677734375,9.723320729050654e-07,1,0,0
2377,LP  892-32,79.6526452639133,-28.7018428886492,54.8656,18.23,M5.5Ve,231.436840037492,-31.7758657325413,2955.58056640625,0.123,0.162219852209091,False,,10.8730001449585,V,M,,,,,False,75.31081008794894,-51.61642087210369,521.5877323433422,0.0023331882277798405,547.0458287787021,308.5754638429221,2930.8932452503213,2955.58056640625,1.1830916654854366e-05,1,0,0
2378,BD+35  1493,102.399376706215,35.1405527488594,36.3512,27.51,K6V,180.716175404611,14.8691748053496,4064.0,0.660636425018311,0.687654614448547,False,,7.68900012969971,V,K,,,,,True,100.35295831366966,12.145579272190707,98.20715633492884,0.012391788972154951,103.00053451770275,58.10013721487759,4295.364267648873,4064.0,4.461617409134937e-07,1,0,0
2379,G 272-10,20.8251207834137,-12.9396822460669,63.7948,15.68,M3.0,152.216532455656,-73.9716388467227,3269.0,0.27,0.3,False,10.0500001907349,9.18099975585938,V,M,,,,,True,14.101226774257386,-20.078376892544096,198.30116614179084,0.0061369399915061846,207.98001765196952,117.31655199765268,3427.6778654645045,3269.0,3.050385055528031e-06,1,0,0
2380,G  73-34,33.0702978965021,11.5172130129683,33.5241,29.83,M3.83,152.487083835414,-46.6630248062712,3365.0,0.27,0.452866762876511,False,,9.76099967956543,V,M,,,,,True,34.76858378374076,-1.6904582149224787,235.85385228485262,0.005159815475000516,247.36560715136935,139.53302072685796,3233.8509562849536,3365.0,1.2917498470821456e-06,1,0,0
2381,HD 108984,187.82623671664,20.21781245962,37.964,26.34,K0V,268.18020835558,81.6957427040307,5101.287109375,0.81292337179184,0.866630613803864,False,,6.40100002288818,V,K,,,,,True,178.7544872458739,21.58409889597278,47.35354705185965,0.02569949734758204,49.66481914023199,28.014736237156324,5284.452517751803,5101.287109375,2.1550890255139083e-07,1,1,1
2382,PM J06323-0943,98.0845826174,-9.72472467359,38.9876,25.65,M4.0V,219.490204884383,-8.62933336792779,4250.0,0.184,0.217,False,,9.84799957275391,V,M,,,,,True,99.509193522816,-32.89776419183529,464.0426959848974,0.002622522382934943,486.6920854776921,274.5313612211293,3213.660538640318,3213.660538640318,5.954570316237788e-06,1,0,0
2383,BD-15  4394,252.19150298753,-15.73893233292,52.6543,18.99,M1.5Vk:,3.59594571741904,18.2547174032156,3519.84130859375,0.47,0.611156582832336,False,8.8100004196167,7.6560001373291,V,M,,,,,True,252.75582487136256,6.640633813148679,101.68493346666418,0.011967971216274931,106.64805794543055,60.15761791279614,3622.4299841669877,3519.84130859375,6.713223083520795e-07,1,0,0
2384,2MASS J23590836+2338311,359.784890363541,23.6419536631106,43.0755,23.22,M9,107.751753229461,-37.6833376662243,2350.0,0.078,0.101,False,,13.576000213623,V,M,,,,,True,9.686281352831726,21.674378770544642,1687.8561199688688,0.0007210107203215369,1770.2384330614902,998.5491468128785,2382.319469358689,2350.0,4.1088651567598185e-05,1,0,0
2385,SSSPM J0027-5402,6.8477030432287505,-54.029459711643106,40.9473,24.42,M7e,310.649722425121,-62.7369796506058,2630.0,0.088,0.116,False,14.6809997558594,12.3629999160767,V,M,,,,,False,336.15687359376517,-50.392893306660746,1233.9753352432026,0.0009862128699825422,1294.2042500267996,730.0296533675881,2679.1683248190316,2630.0,2.6861496279728886e-05,1,0,0
2386,Ross  268,331.594240444637,17.372436665475,56.7625,17.62,M3.5V,76.2161659008749,-30.1528245992069,3114.0,0.27,0.3,False,,8.93599987030029,V,M,,,,,True,340.4661329520139,27.037559253707347,245.57137310227367,0.004955636080395402,257.5574289669582,145.2819835718374,3273.406948788383,3114.0,3.239944196380845e-06,1,0,0
2387,HD 110619,190.928015335401,-37.7081442613056,36.0476,27.74,G5V,301.244078842848,25.1382827153057,5508.0,0.958210349082947,0.883847415447235,False,,6.26800012588501,V,G,,,,,True,206.11928057807353,-30.09712872044764,41.94416981171145,0.029013862053316266,43.991416427674324,24.81450550419633,5662.3928903825345,5508.0,1.8982878645971984e-07,1,1,1
2388,PM J23462+2826,356.55862570199,28.43441303655,64.733,15.45,M3.5V,105.957946168239,-32.2791005307304,3236.0,0.27,0.3,False,,8.95699977874756,V,M,,,,,True,9.123748178494552,27.251637685972323,199.39786726663866,0.006103186425913588,209.1302474955081,117.96536913293416,3273.406948788383,3236.0,3.0888854358657443e-06,1,0,0
2389,2MASS J16311229+3227112,247.80116850108,32.45314673835,33.7419,29.64,M8V,53.3084365409733,42.5370323801275,2420.0,0.08,0.104,False,,13.1520004272461,V,M,,,,,False,237.6437420734884,53.42466077356518,1973.0788157190186,0.0006167834488732218,2069.382520063191,1167.2891692137418,2570.3957827688646,2420.0,3.72686143682928e-05,1,0,0
2390,L  541-90,180.99278772845,-33.0240416546383,52.6997,18.98,M4.5,291.584993473921,28.7996928780773,3194.0,0.184,0.217,False,,9.5290002822876,V,M,,,,,True,195.348764165176,-29.616843512304303,347.61375761488966,0.003500903891744419,364.5803847321708,205.6510723752739,3111.716337106017,3194.0,6.000054325760157e-06,1,0,0
2391,UCAC4 515-055489,201.15896205143,12.90625066642,38.4436,26.01,M2.3,333.206595703649,73.7942712148631,3815.0,0.4,0.421,False,,8.58300018310547,V,M,,,,,True,194.43276796093045,20.17239598359929,172.10737369800216,0.007070948389423916,180.5077363697915,101.82009540571211,3502.6762691381296,3815.0,1.2835798440242646e-06,1,0,0
2392,LSPM J1724+6147,261.16642991418,61.7974357443,34.2781,29.17,M3.0V,91.0027886911452,33.8705494763998,3267.0,0.27,0.455621719360352,False,,9.44900035858154,V,M,,,,,False,226.9936844045161,83.88383310447422,243.20026692203388,0.005003951567405175,255.07059182517173,143.8792182381875,3427.6778654645045,3267.0,1.3234775497157292e-06,1,0,0
2393,G  46-24,137.496075922106,0.395950960797222,39.4063,25.38,M1.0V,230.025473364088,30.5959808264832,3630.31372070313,0.47,0.419711709022522,False,,8.89200019836426,V,M,,,,,True,139.8214787630727,-15.211998355336663,186.0298021046951,0.006541760207716493,195.10970247074653,110.05671512856091,3655.9479161312506,3630.31372070313,1.3710274989080588e-06,1,0,0
2394,LP  239-52,356.83605279018,42.63566589162,45.4801,21.99,M5.5Ve,110.553132022991,-18.690243340924,2930.0,0.123,0.156,False,,10.9469995498657,V,M,,,,,True,17.541371742789764,39.61625135268046,665.7262717524063,0.0018280221293572071,698.2196042732505,393.8489737392691,2930.8932452503213,2930.0,1.2934357928190564e-05,1,0,0
2395,LP  804-27,243.17408087088,-18.87550326154,68.61,14.58,M3V,355.200292382593,22.9695816152461,3190.0,0.27,0.601581811904907,False,9.36999988555908,7.55499982833862,V,M,,,,,True,244.6964771439523,2.238570927927327,96.56322596043165,0.01260275166611085,101.27636579515439,57.12757488953897,3427.6778654645045,3190.0,7.819169450933335e-07,1,0,0
2396,Wolf  351,152.93311246031,35.31226100214,47.3999,21.1,M4,189.305263112262,55.1355765345331,3060.0,0.184,0.217,False,11.6599998474121,10.1120004653931,V,M,,,,,True,141.863697502774,22.4955510140829,421.0272196884995,0.0028904600461657757,441.57707332977645,249.08306225337716,3213.660538640318,3060.0,6.329293342894978e-06,1,0,0
2397,CD-34  5622,137.21710751546,-34.8427055107564,42.1477,23.73,K7Vk:,259.659571889547,8.72605182734831,4143.0,0.64,0.635593831539154,False,8.72200012207031,7.73400020599365,V,K,,,,,False,154.74696623724202,-48.23493940496899,88.18982962630366,0.013799350356097015,92.49427363068546,52.17380681271745,4102.041029866068,4143.0,5.104687418721847e-07,1,1,1
2398,PM J23596-7309,359.911513718426,-73.1552387897958,42.1978,23.7,M3,308.063478270492,-43.4532196293706,3472.0,0.27,0.56042093038559,False,9.90999984741211,8.66300010681152,V,M,,,,,False,307.23621486210027,-61.39692400754468,142.23447428596967,0.008556029492618671,149.1767751459549,84.14704977830274,3427.6778654645045,3472.0,8.118028918076309e-07,1,0,0
2399,G 267-138,9.10260752597083,-34.1175064110467,44.4401,22.5,M3,326.8176682174,-82.3010426567986,3120.5986328125,0.27,0.253815174102783,False,,10.4409999847412,V,M,,,,,True,352.8204012885772,-34.52404666358224,369.07906658803125,0.003297294447252547,387.09339071190766,218.35012042067282,3427.6778654645045,3120.5986328125,4.514382614444106e-06,1,0,0
2400,HD 199288,314.416953009068,-44.1293702783311,46.5855,21.47,G2VFe-1.0,356.68604753721,-40.6785362453708,5807.404296875,1.01913774013519,0.999642789363861,False,,5.44600009918213,V,G,,,,,True,303.902491862951,-25.77953683822211,25.81983064118831,0.047132855895520305,27.0800668347331,15.275217805939016,5767.664633922509,5807.404296875,1.3976752747521147e-07,1,1,1
2401,LP  792-14,169.950676433325,-16.5438778772858,42.0214,23.8,M5Ve,273.301561656896,40.996421430743,2980.1748046875,0.123,0.241020545363426,False,,10.6450004577637,V,M,,,,,True,177.56249909715487,-19.132813065588206,450.7852741505249,0.0026996497593031487,472.787584153878,266.68816469209384,3061.963433690679,2980.1748046875,5.3037343296972e-06,1,0,0
2402,LP  925-27,294.614162686503,-32.5237383218772,50.4781,19.81,M3.0,7.06893424872878,-23.4553406246187,3076.01171875,0.27,0.307502925395966,False,,9.80500030517578,V,M,,,,,True,290.94620889993297,-10.857666342120485,276.05114836267376,0.004408466923886994,289.5248869503035,163.3140617929847,3427.6778654645045,3076.01171875,3.1314090915583775e-06,1,0,0
2403,L  324-51,173.092917744398,-46.4657390527056,46.3888,21.56,M3e,289.024965571888,14.2599896917652,3190.80346679688,0.27,0.548005402088165,False,9.82999992370606,8.55200004577637,V,M,,,,,False,197.2530963771365,-44.269904243623174,156.67298290430236,0.007767531672012672,164.32001073924314,92.68898667180547,3427.6778654645045,3190.80346679688,9.419863272705514e-07,1,0,0
2404,RX J0529.7-3239,82.43619411891,-32.65397101549,33.5994,29.76,M4.5,236.624766608805,-30.4981203674681,3110.0,0.184,0.217,False,10.8000001907349,9.21500015258789,V,M,,,,,False,78.63957060014135,-55.796881689910926,574.8873079775454,0.002116871150172273,602.9468953075688,340.107918028652,3111.716337106017,3110.0,6.202360499927804e-06,1,0,0
2405,LSPM J1134+0022,173.728894309323,0.381699635744444,40.9079,24.45,M9V,265.287399371436,57.5496503973953,2350.0,0.078,0.101,False,,12.8529996871948,V,M,,,,,True,174.0932021614488,-2.139552965884153,1777.2645190886667,0.0006847390153728461,1864.0107531590631,1051.443869060072,2382.319469358689,2350.0,4.1088651567598185e-05,1,0,0
